,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
12090,39.0,Current employee,Travel_Frequently,945.0,Research & Development,22,3.0,Other,135532,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12091,48.0,Current employee,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,135533,3.0,Female,71.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12092,48.0,Current employee,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,135534,3.0,Female,71.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12093,39.0,Current employee,Travel_Frequently,945.0,Research & Development,22,3.0,Medical,135535,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12094,48.0,Current employee,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,135536,3.0,Female,71.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,4.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12095,48.0,Current employee,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,135537,3.0,Female,71.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12096,39.0,Current employee,Travel_Frequently,945.0,Research & Development,22,3.0,Other,135538,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,4.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12097,39.0,Current employee,Travel_Frequently,945.0,Research & Development,22,3.0,Medical,135539,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12098,39.0,Current employee,Travel_Frequently,945.0,Research & Development,22,3.0,Other,135540,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12099,39.0,Current employee,Travel_Rarely,119.0,Sales,22,3.0,Other,135541,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,7.0,No,12.0,3.0,1.0,0.0,21.0,3.0,3.0,20.0,8.0,11.0,10.0,LinkedIn
12100,40.0,Current employee,Non-Travel,218.0,Research & Development,22,3.0,Other,135542,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,No,13.0,3.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,Adzuna
12101,41.0,Voluntary Resignation,Travel_Rarely,1356.0,Sales,22,3.0,Other,135543,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,No,11.0,3.0,4.0,1.0,31.0,3.0,3.0,31.0,6.0,14.0,7.0,Recruit.net
12102,44.0,Current employee,Non-Travel,489.0,Research & Development,22,3.0,Other,135544,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,No,19.0,3.0,1.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,Company Website
12103,45.0,Current employee,Travel_Rarely,1038.0,Research & Development,22,3.0,Other,135545,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,4.0,No,14.0,3.0,2.0,1.0,9.0,3.0,2.0,6.0,5.0,1.0,2.0,LinkedIn
12104,45.0,Current employee,Non-Travel,589.0,Sales,22,3.0,Other,135546,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,4.0,No,22.0,4.0,2.0,2.0,10.0,3.0,4.0,8.0,7.0,5.0,7.0,Seek
12105,47.0,Current employee,Travel_Frequently,217.0,Sales,22,3.0,Other,135547,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,3.0,No,11.0,3.0,3.0,3.0,7.0,6.0,2.0,3.0,2.0,1.0,2.0,Seek
12106,48.0,Current employee,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,135548,3.0,Female,71.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12107,48.0,Current employee,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,135549,3.0,Female,71.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,LinkedIn
12108,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Life Sciences,135550,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12109,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Marketing,135551,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12110,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Life Sciences,135552,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,8.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12111,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Medical,135553,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,9.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12112,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Life Sciences,135554,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12113,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Medical,135555,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,9.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12114,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Marketing,135556,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12115,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Life Sciences,135557,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,8.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12116,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Life Sciences,135558,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12117,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Marketing,135559,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12118,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Life Sciences,135560,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,8.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12119,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Medical,135561,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,9.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12120,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Life Sciences,135562,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12121,33.0,Current employee,Non-Travel,1038.0,Sales,8,1.0,Medical,135563,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,9.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12122,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Marketing,135564,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12123,44.0,Current employee,Travel_Frequently,383.0,Sales,1,5.0,Life Sciences,135565,3.0,Female,71.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,8.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Recruit.net
12124,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Life Sciences,135566,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12125,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Marketing,135567,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12126,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Medical,135568,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12127,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Technical Degree,135569,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12128,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Life Sciences,135570,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12129,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Medical,135571,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12130,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Marketing,135572,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12132,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Life Sciences,135574,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12133,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Marketing,135575,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12134,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Medical,135576,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12135,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Technical Degree,135577,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12136,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Life Sciences,135578,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12137,45.0,Current employee,Travel_Rarely,1234.0,Sales,11,2.0,Medical,135579,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12138,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Marketing,135580,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12139,55.0,Current employee,Travel_Rarely,685.0,Sales,26,5.0,Technical Degree,135581,3.0,Female,71.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,1.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,Adzuna
12140,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Medical,135582,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12141,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Marketing,135583,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,4.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12142,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Medical,135584,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12143,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Technical Degree,135585,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12144,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Medical,135586,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12145,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Technical Degree,135587,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12146,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Marketing,135588,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12147,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Medical,135589,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12148,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Medical,135590,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12149,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Marketing,135591,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,4.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12150,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Medical,135592,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12151,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Technical Degree,135593,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12152,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Medical,135594,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,6118.0,23300.0,1.0,No,13.0,3.0,3.0,3.0,10.0,2.0,3.0,10.0,9.0,1.0,2.0,Company Website
12153,32.0,Current employee,Non-Travel,1109.0,Research & Development,29,4.0,Technical Degree,135595,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12154,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Marketing,135596,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12155,50.0,Current employee,Travel_Rarely,264.0,Sales,9,3.0,Medical,135597,3.0,Female,71.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,1.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,GlassDoor
12156,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Marketing,135598,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,4.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12157,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Marketing,135599,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12158,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Life Sciences,135600,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,4.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12159,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Technical Degree,135601,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,8.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12160,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Marketing,135602,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12161,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Life Sciences,135603,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,4.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12162,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Marketing,135604,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12163,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Technical Degree,135605,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,8.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12164,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Marketing,135606,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,4.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12165,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Marketing,135607,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12166,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Life Sciences,135608,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,4.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12167,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Technical Degree,135609,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,8.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12168,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Marketing,135610,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12169,34.0,Current employee,Travel_Rarely,216.0,Sales,1,4.0,Life Sciences,135611,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,4.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12170,45.0,Current employee,Non-Travel,336.0,Sales,26,3.0,Technical Degree,135612,3.0,Male,71.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,8.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,Company Website
12171,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Technical Degree,135613,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,4.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12172,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135614,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12173,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Life Sciences,135615,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,1.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12174,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135616,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,1.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12175,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135617,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12176,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135618,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,1.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12177,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Technical Degree,135619,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12178,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Life Sciences,135620,2.0,Male,66.0,3.0,3.0,Research Director,3.0,Married,15787.0,21624.0,2.0,Yes,14.0,3.0,2.0,0.0,23.0,2.0,4.0,0.0,0.0,0.0,0.0,Indeed
12179,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Technical Degree,135621,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,4.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12180,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135622,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12181,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Life Sciences,135623,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,1.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12182,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135624,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,1.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12183,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135625,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12184,41.0,Current employee,Travel_Rarely,918.0,Sales,6,3.0,Marketing,135626,3.0,Male,71.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,1.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
12185,59.0,Current employee,Travel_Rarely,1089.0,Sales,1,2.0,Technical Degree,135627,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,Indeed
